0~499 Day Event,,,,,,,,,,,,,,,,
500~999 Story,,,,,,,,,,,,,,,,
1000~1999 퀘스트보드,,,,,,,,,,,,,,,,
"2000~9999 NPC이벤트",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Type(Bubble:Quest),ID,keyName,index,optionString,mainText_KR,mainText_EN,mainText_JP,mainText_SCC,,,Title_KR,Title_EN,Title_JP,Title_SCC,,
,,,12, @Target::EM_Blood_Wizard_A::Target,제 생각도 그렇습니다.\뭔가 사건이 일어날 것 같아요.,I think so too.\It feels like something's about to happen.,私もそう思います。何か事件が起きそうな気がします。,我也这么认为。\感觉会发生什么事件。,,,,,,,,
,,,13, @Target::EM_Blood_Elf_A::Target,……뭐 시시하다고 안 들어가려고 한 건 아니야!…,...Well- I wasn't saying I didn't want to go in because it's boring!...,……つまらないからって入らないつもりはなかったよ！…,……我又不是说不想进去！…,,,,,,,,
,,,14,,가면 되잖아! 가면!,Let's just go! Let's go!,行けばいいんだろ！ 行けば！,进去就是了！进去！,,,,,,,,
,,,15, @Target::EM_Blood_Warrior_A::Target,그래. 다들 준비 잘하고.,Alright. Everyone- prepare well.,そうだな。みんな準備はしっかりとな。,好吧。大家都做好准备。,,,,,,,,
,,,16,,들어간다!,We're going in!,入るぞ！,进去了！,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,201,BloodSong_Return,0, @Camera::Player::Camera,위험한걸.\저들은 아마 길드에서 유명한 4인조 파티였을 텐데 말이야.,That was dangerous.\They were probably the famous 4^person party from the guild.,危険だったな。あの人たちはたぶんギルドで有名な4人組パーティーだったはずだ。,真危险啊。\那些应该是公会里有名的四人小队吧。,,,,,,,,
,,,1,,길드에서 퀘스트를 낸 건가?,Did the guild post the quest?,ギルドがクエストを出したのか？,是公会发布的任务吗？,,,,,,,,
,,,2,,하긴- 이쯤 되면 소문이 안나는 것도 이상하지.,Well- at this point- it’d be weird if rumors didn’t spread.,まあ、この段階になると噂が立たない方がおかしいよな。,也是- 到这个程度- 不传出些消息才奇怪呢。,,,,,,,,
,,,3,,남은 계약기간동안 무슨 일이 일어날 지 모르니 \준비를 단단히 해야겠어.,I don’t know what might happen during the remaining contract period- so I need to be well prepared.,残りの契約期間中に何が起こるかわからないから、しっかり準備しないと。,在剩余的契约期间- 不知道会发生什么-\得做好充分的准备。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,210,Dragon_First,0,@Action::Player_FlipX_True::Action,...뭔가 알이 변화 한 것 같은데?,...The egg seems to have changed somehow.,...卵が何か変化したようだ。,...蛋好像有些变化？,,,,,,,,
,,,1,,약간 불편한 느낌도 들고... 기분 탓인가...?,I feel a bit uneasy... or is it just my imagination...?,少し不安な感じもするし...気のせいかな...？,感觉有点不舒服... 是错觉吗...？,,,,,,,,
,,,2,,............,............,............,............,,,,,,,,
,,,3,@Action::Player_FlipX_False::Action,뭐- 별 일 아니겠지.,Well- it's probably nothing.,まあ- 大したことじゃないだろう。,算了- 应该没什么大不了的。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,211,Dragon_Second,0,@Action::Player_FlipX_True::Action,......,......,......,......,,,,,,,,
,,,1,,이제는 확실하게 느껴져.,Now I can feel it clearly.,今ははっきりと感じる。,现在能确切地感觉到了。,,,,,,,,
,,,2,,뭔가 잘못되어가고 있다는 게.,Something is going wrong.,何かがおかしくなっているということを。,有什么不对劲。,,,,,,,,
,,,3,,............,............,............,............,,,,,,,,
,,,4,,그렇지만 이쯤 되면 받아들일 각오 정도는 돼 있으니까.,But at this point- I'm prepared to accept whatever comes.,でも- この段階なら受け入れる覚悟はできているはずだ。,不过到这个地步- 也该做好心理准备了。,,,,,,,,
,,,5,@Action::Player_FlipX_False::Action,지금은 던전을 지키는 것만 생각하자.,For now- let's focus on protecting the dungeon.,今はダンジョンを守ることだけを考えよう。,现在只想着保护地下城吧。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,220,Guild_Raid_1,0,  @Camera::EM_Captine_A::Camera,모두 주목! \지금부터 던전 조사 및 토벌 작전을 개시한다.,Attention everyone! \We will now begin the dungeon investigation and suppression operation.,全員注目！ これからダンジョン調査および討伐作戦を開始する。,所有人注意！ \现在开始地下城调查及讨伐作战。,,,,,,,,
,,,1,,행동은 분대 단위로 실시한다.,Actions will be carried out in squad units.,行動は分隊単位で実施する。,行动以分队为单位进行。,,,,,,,,
,,,2,,첫 분대가 나와 함께 먼저 진입하고\다음 분대가 뒤이어 진입한다.,The first squad will enter with me-\followed by the next squad.,第一分隊が俺と一緒に先に進入し、次の分隊が後に続いて進入する。,第一分队跟我先进入-\随后第二分队跟进。,,,,,,,,
,,,3,,발견되는 모든 몬스터는 토벌 대상이며-\보물이나 아티팩트가 있을 시 보고한다.,All monsters discovered are targets for suppression-\report any treasures or artifacts if found.,発見されるすべてのモンスターは討伐対象であり、宝物やアーティファクトがある場合は報告する。,发现的所有怪物都是讨伐对象-\如有宝物或神器- 立即报告。,,,,,,,,
,,,4, @Target::EM_Soldier1::Target, <size=50>옙!, <size=50>Yes! Sir!, <size=50>はい！, <size=50>是！,,,,,,,,
,,,5, @Target::EM_Captine_B::Target,모두 잘 들었지? \우리는 앞 분대가 진입하고 기다렸다가 진입한다.,Did everyone hear that? \We'll enter after the front squad goes in and waits.,みんな聞いたな？ 我々は前の分隊が進入してから待って進入する。,都听清楚了吗？ \我们等前面的分队进入后再进去。,,,,,,,,
,,,6,,각자 정비하고 기다리도록.,Everyone prepare and wait.,各自整備して待機するように。,各自做好准备- 等待命令。,,,,,,,,
,,,7, @Target::EM_Soldier2::Target, <size=50>옙!, <size=50>Yes! Sir!, <size=50>はい！, <size=50>是！,,,,,,,,
,,,8, @Target::EM_Captine_A::Target,그럼- 진입!,Then- enter!,では、進入！,那么- 进入！,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,221,Guild_Raid_2,0,  @Camera::EM_Captine_BlueKnight::Camera,정렬!,Fall in!,整列！,列队！,,,,,,,,
,,,1,,지난번의 토벌이 실패로 돌아감에 따라\길드로서는 유례없는 큰 손실을 보았다.,Due to the failure of the last suppression-\the guild has suffered an unprecedented large loss.,前回の討伐が失敗に終わったことにより、ギルドとしては前例のない大きな損失を被った。,鉴于上次的讨伐行动失败-\公会遭受了前所未有的重大损失。,,,,,,,,
,,,2,,그것을 만회하기 위해 이번 토벌대가 다시 구성되었다.,To make up for that- this suppression team has been reorganized.,それを取り戻すために、今回の討伐隊が再び編成された。,为了弥补这一损失- 这次重新组织了讨伐队。,,,,,,,,
,,,3,,그 말은 즉- 이번에는 절대로\실패가 용납되지 않는다는 것이다.,In other words- failure is absolutely\not tolerated this time.,つまり、今回は絶対に失敗は許されないということだ。,这意味着- 这次绝对\不允许失败。,,,,,,,,
,,,4,,모두 전력을 다하여 던전의 몬스터 한 마리 한 마리-\풀 한 포기까지 철저히 조사하도록 한다.,Everyone- use all your strength to thoroughly investigate\every single monster in the dungeon- down to the last blade of grass.,全員全力を尽くし、ダンジョンのモンスター一匹一匹、草一本まで徹底的に調査するように。,所有人都要全力以赴-\彻底调查地下城的每一只怪物- 每一株草。,,,,,,,,
,,,5,,이상한 장소나 위험한 존재를 발견하면 즉시 보고할 수 있도록.,Be ready to report immediately if you discover any strange places or dangerous entities.,怪しい場所や危険な存在を発見したら直ちに報告できるように。,如果发现奇怪的地方或危险的存在- 立即报告。,,,,,,,,
,,,6, @Camera::EM_Captine_A::Camera@Target::EM_Captine_A::Target, <size=50>옙!, <size=50>Yes! Sir!, <size=50>はい！, <size=50>是！,,,,,,,,
,,,7, @Camera::EM_Captine_B::Camera@Target::EM_Captine_B::Target, <size=50>옙!, <size=50>Yes! Sir!, <size=50>はい！, <size=50>是！,,,,,,,,
,,,8, @Camera::EM_Blood_Warrior_B::Camera@Target::EM_Blood_Warrior_B::Target,………,………,………,………,,,,,,,,
,,,9, @Target::EM_Blood_Elf_B::Target,흥- 그런다고 이 던전을 소탕할 수 있을 거 같아?,Hmph- do you think you can clear this dungeon like that?,ふん、そんなことでこのダンジョンを掃討できると思ってるのか？,哼- 你以为这样就能扫荡这个地下城吗？,,,,,,,,
,,,10,,어림도 없을걸?,Not a chance!,とんでもないさ。,想都别想！,,,,,,,,
,,,11, @Target::EM_Blood_Warrior_B::Target,지난번에 비해 많이 겸손해졌는걸.\무서우면 안 와도 됐었는데.,You've become much more humble compared to last time.\You didn't have to come if you were scared.,前回に比べてずいぶん謙虚になったじゃないか。怖いなら来なくてもよかったのに。,看来比上次谦虚多了嘛。\要是害怕- 就不该来的。,,,,,,,,
,,,12, @Target::EM_Blood_Elf_B::Target,무서운 거 아니거든?!\그냥 생각했던 것보다 더 위험하다는 것뿐이야.,I'm not scared!\It's just more dangerous than I thought.,怖くなんかないわよ！ただ思っていたよりも危険だってことだけよ。,我才不害怕呢！\只是觉得比想象中更危险而已。,,,,,,,,
,,,13,,그리고 길드에서 참고인으로 무조건 가야 한다고-\안 가면 불이익을 준다는데 어떡해! 와야지.,And the guild said I had to come as a witness-\they said there would be disadvantages if I didn't come. So I had to come.,それにギルドから参考人として絶対に来いって、行かないと不利益を与えるって言うのよ。来るしかないでしょ。,而且公会说必须作为参考人来-\不来的话会受处罚- 那我能怎么办！只能来啊。,,,,,,,,
,,,14, @Target::EM_Blood_Warrior_B::Target,뭐- 그렇게 되면 다른 길드로 가버리면 그만이긴 하지만…,Well- if it comes to that- I could just go to another guild...,まぁ、そうなれば他のギルドに行けばいいだけだけどね…,不过- 如果真那样- 换个公会就是了…,,,,,,,,
,,,15,,나머지는 어때?,How about the rest of you?,他の人たちはどう？,其他人怎么样？,,,,,,,,
,,,16, @Target::EM_Blood_Wizard_B::Target,저는 지난번의 복수를 하고 싶군요.,I want to get revenge for last time.,私は前回の復讐をしたいですね。,我想为上次报仇。,,,,,,,,
,,,17,,더욱더 흥미로운 것들이 숨어있을 수도 있을 테고요.,There might be more interesting things hidden too.,さらに面白いものが隠れているかもしれませんし。,说不定还藏着更有意思的东西呢。,,,,,,,,
,,,18, @Target::EM_Blood_Tanker_B::Target,이번엔 파티를 잘 지켜보겠어.,This time- I'll watch the party carefully.,今回はパーティーをよく見守るよ。,这次我会好好看着队伍的。,,,,,,,,
,,,19, @Target::EM_Blood_Elf_B::Target,어휴- 다들 싸우고 싶어 하는 멍청이들밖에 없네.,Sigh- everyone's just a bunch of idiots who want to fight.,はぁ、みんな戦いたがる馬鹿ばっかりだな。,唉- 都是些想打架的笨蛋。,,,,,,,,
,,,20,,그래- 가자- 가.,Alright- let's go- go.,そうだな、行こう、行こう。,好吧- 走吧。,,,,,,,,
,,,21,,그래도 이번엔 길드 병사들이 앞장설 테니까-\우린 뒤에서 이득이나 챙기자고.,At least this time- the guild soldiers will lead the way-\so let's just reap the benefits from behind.,でも今回はギルドの兵士たちが先頭を切るはずだから、俺たちは後ろで利益だけ得ようぜ。,不过这次有公会士兵打头阵-\我们就在后面捞好处吧。,,,,,,,,
,,,22,,위험하면 바로 도망갈 거니까!,If it gets dangerous- we'll run away immediately!,危険になったらすぐに逃げるからな！,要是危险就赶紧逃！,,,,,,,,
,,,23, @Target::EM_Blood_Warrior_B::Target,좋아.\다들 이 던전의 위험성은 알 테니-\각자 조심하면서 가자.,Alright.\Everyone should know the dangers of this dungeon-\let's go carefully.,いいだろう。みんなこのダンジョンの危険性は分かっているはずだ。各自気をつけながら行こう。,好。\大家都知道这个地下城的危险性-\各自小心点。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,230,Forest_Raid_1,0,  @Camera::Event_Goblin_Leader::Camera  @Target::Event_Goblin_Leader::Target,여기... 여기다...,Here... Here it is...,ここ...ここだ...,这里...就是这里...,,,,,,,,
,,,1,,여기... 엄청난 마나...,Here... Enormous mana...,ここに...すごいマナが...,这里...强大的魔力...,,,,,,,,
,,,2,,자원도... 엄청 많다...,Resources... So many...,資源も...たくさんある...,资源...也好多...,,,,,,,,
,,,3,,우리... 거점으로... 삼아야... 한다...,We... Must make... This... Our base...,俺たち...ここを...拠点に...しないと...,我们...必须...占据...这里...,,,,,,,,
,,,4,,동료... 많이 모았다...,Gathered... Many allies...,仲間...たくさん集めた...,召集了...很多同伴...,,,,,,,,
,,,5,,오크... 오크도 같이 왔다...,Orc... Orcs came too...,オーク...オークも一緒に来た...,兽人...兽人也来了...,,,,,,,,
,,,6,,모두... 돌격하자...,Everyone... Let's charge...,みんなで...突撃だ...,所有人...冲锋...,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,231,Forest_Raid_2,0,  @Camera::Event_Orc_Leader::Camera  @Target::Event_Orc_Leader::Target,여기! 엄청나다!,Here! This is incredible!,ここだ！すごいぞ！,这里！太棒了！,,,,,,,,
,,,1,,자원과! 보물이! 매우 많다!,Resources! Treasures! Abundant!,資源も！宝物も！たくさんある！,资源！宝物！都很丰富！,,,,,,,,
,,,2,,전부! 우리가! 가져야 한다!,All of it! Must be! Ours!,全部！俺たちの！物にするぞ！,全部！都该！属于我们！,,,,,,,,
,,,3, @Action::Orc_Leader_Left::Action,지난번! 고블린! 실패했다!,Last time! Goblins! Failed!,前回！ゴブリンは！失敗した！,上次！哥布林！失败了！,,,,,,,,
,,,4,  @Camera::Event_Goblin_Knight::Camera  @Target::Event_Goblin_Knight::Target,......,......,......,......,,,,,,,,
,,,5,  @Camera::Event_Orc_Leader::Camera  @Target::Event_Orc_Leader::Target  @Action::Orc_Leader_Right::Action,이번엔! 뛰어난! 우리 오크가! 해낼것이다!,This time! Superior! We orcs! Will succeed!,今度は！優れた！我らオークが！成し遂げる！,这次！优秀的！我们兽人！一定能成功！,,,,,,,,
